framework	molecule	temperature_K	loading_mol_per_kg	Qst_kJmol
Bhathia_01	R407F	353.0	3.2973641328367345	29.42724859523431
Bhathia_01	R407F	353.0	3.4192189865714284	29.314355440170054
Bhathia_01	R407F	353.0	3.5410738403061224	29.205285771344332
Bhathia_01	R407F	353.0	3.662928694040816	29.099882582501
Bhathia_01	R407F	353.0	3.78478354777551	28.997983716145114
Bhathia_01	R407F	353.0	3.906638401510204	28.899420390254484
Bhathia_01	R407F	353.0	4.028493255244897	28.804014207156236
Bhathia_01	R407F	353.0	4.150348108979592	28.711575648355883
Bhathia_01	R407F	353.0	4.272202962714285	28.62190178039122
Bhathia_01	R407F	353.0	4.39405781644898	28.534771950453454
Bhathia_01	R407F	353.0	4.515912670183673	28.449945872901548
Bhathia_01	R407F	353.0	4.637767523918367	28.367162827735342
Bhathia_01	R407F	353.0	4.759622377653061	28.286134618481395
Bhathia_01	R407F	353.0	4.881477231387755	28.20653706336767
Bhathia_01	R407F	353.0	5.003332085122449	28.12800673334662
Bhathia_01	R407F	353.0	5.1251869388571425	28.050137033669017
Bhathia_01	R407F	353.0	5.247041792591836	27.972467285792355
Bhathia_01	R407F	353.0	5.36889664632653	27.89448055655572
Bhathia_01	R407F	353.0	5.490751500061224	27.815677962290835
Bhathia_01	R407F	353.0	5.612606353795918	27.73608958928876
Bhathia_01	R407F	353.0	5.734461207530612	27.65822322505893
Bhathia_01	R407F	353.0	5.856316061265306	27.590819570740077
Bhathia_01	R407F	353.0	5.978170915	27.549888980347802
